"sciname","common_name","fao_fishing_area","country","iso3c","wholefish","trimmings","trim_prop","capture","data_source_feed","data_source_fao_area_country","feed_report_spp_name","genus","subfamily","family","order","class","superclass","phylum","kingdom","isscaap"
"sardinella","sardinellas nei",34,"Senegal","SEN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"Sierra Leone","SLE","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",27,"Spain","ESP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",37,"Spain","ESP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",37,"Syrian Arab Republic","SYR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",37,"Tunisia","TUN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"Ukraine","UKR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"stolephorus","stolephorus anchovies nei",61,"China, Hong Kong SAR","HKG","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy","stolephorus","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"engraulidae","anchovies, etc. nei",61,"Russian Federation","RUS","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",NA,NA,"engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",51,"Bahrain","BHR","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",51,"Comoros","COM","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",51,"Egypt","EGY","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",51,"Jordan","JOR","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",51,"Qatar","QAT","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",51,"Tanzania, United Rep. of","TZA","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",51,"United Arab Emirates","ARE","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",51,"Zanzibar","EAZ","yes","yes",0.15,"yes","biomar","FishStat capture","Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"ammodytes","sandeels(=sandlances) nei",27,"Denmark","DNK","yes","no",0,"yes","biomar","FishStat capture","Sandeel","ammodytes",NA,"ammodytidae","perciformes/uranoscopoidei","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous coastal fishes"
"ammodytes","sandeels(=sandlances) nei",27,"France","FRA","yes","no",0,"yes","biomar","FishStat capture","Sandeel","ammodytes",NA,"ammodytidae","perciformes/uranoscopoidei","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous coastal fishes"
"ammodytes","sandeels(=sandlances) nei",27,"Germany","DEU","yes","no",0,"yes","biomar","FishStat capture","Sandeel","ammodytes",NA,"ammodytidae","perciformes/uranoscopoidei","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous coastal fishes"
"ammodytes","sandeels(=sandlances) nei",27,"Norway","NOR","yes","no",0,"yes","biomar","FishStat capture","Sandeel","ammodytes",NA,"ammodytidae","perciformes/uranoscopoidei","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous coastal fishes"
"ammodytes","sandeels(=sandlances) nei",27,"Poland","POL","yes","no",0,"yes","biomar","FishStat capture","Sandeel","ammodytes",NA,"ammodytidae","perciformes/uranoscopoidei","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous coastal fishes"
"ammodytes","sandeels(=sandlances) nei",27,"Portugal","PRT","yes","no",0,"yes","biomar","FishStat capture","Sandeel","ammodytes",NA,"ammodytidae","perciformes/uranoscopoidei","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous coastal fishes"
"ammodytes","sandeels(=sandlances) nei",27,"Spain","ESP","yes","no",0,"yes","biomar","FishStat capture","Sandeel","ammodytes",NA,"ammodytidae","perciformes/uranoscopoidei","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous coastal fishes"
"ammodytes","sandeels(=sandlances) nei",27,"Sweden","SWE","yes","no",0,"yes","biomar","FishStat capture","Sandeel","ammodytes",NA,"ammodytidae","perciformes/uranoscopoidei","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous coastal fishes"
"ammodytes","sandeels(=sandlances) nei",27,"United Kingdom","GBR","yes","no",0,"yes","biomar","FishStat capture","Sandeel","ammodytes",NA,"ammodytidae","perciformes/uranoscopoidei","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous coastal fishes"
"macrouridae","grenadiers, rattails nei",81,"New Zealand","NZL","no","yes",1,"yes","skretting","FishStat capture","Rattail",NA,NA,"macrouridae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"ammodytes","sandeels(=sandlances) nei",27,"Channel Islands","GGY","yes","no",0,"yes","biomar","FishStat capture","Sandeel","ammodytes",NA,"ammodytidae","perciformes/uranoscopoidei","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous coastal fishes"
"ammodytes","sandeels(=sandlances) nei",27,"Channel Islands"," JEY","yes","no",0,"yes","biomar","FishStat capture","Sandeel","ammodytes",NA,"ammodytidae","perciformes/uranoscopoidei","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous coastal fishes"
