"factory_id","country","common_name","sciname","aquaculture","wholefish","trimmings","data_source_feed","data_source_fao_area_country","feed_report_spp_name","trash_fish","capture","source_country_iso3c"
155,"Indonesia","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","IDN"
160,"Indonesia","south american pilchard","sardinops sagax","no","yes","no","Shea et al. 2025",NA,"south american pilchard","no","yes","IDN"
160,"Indonesia","south american pilchard","sardinops sagax","no","no","yes","Shea et al. 2025",NA,"south american pilchard","no","yes","IDN"
160,"Indonesia","fringescale sardinella","sardinella fimbriata","no","yes","no","Shea et al. 2025",NA,"fringescale sardinella","no","yes","IDN"
160,"Indonesia","fringescale sardinella","sardinella fimbriata","no","no","yes","Shea et al. 2025",NA,"fringescale sardinella","no","yes","IDN"
132,"India","sea catfishes nei","ariidae","no","yes","no","Shea et al. 2025",NA,"catfish","no","yes","IND"
139,"India","bullet tuna","auxis rochei","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IND"
140,"India","bullet tuna","auxis rochei","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IND"
139,"India","frigate tuna","auxis thazard","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IND"
140,"India","frigate tuna","auxis thazard","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IND"
132,"India","catfishes nei","clarias","no","yes","no","Shea et al. 2025",NA,"catfish","no","yes","IND"
132,"India","anchovies, etc. nei","engraulidae","no","yes","no","Shea et al. 2025",NA,"anchovy","no","yes","IND"
139,"India","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IND"
140,"India","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IND"
132,"India","striped catfish","pangasianodon hypophthalmus","no","yes","no","Shea et al. 2025",NA,"catfish","no","yes","IND"
139,"India","tuna-like fishes nei","perciformes","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IND"
140,"India","tuna-like fishes nei","perciformes","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IND"
132,"India","stolephorus anchovies nei","stolephorus","no","yes","no","Shea et al. 2025",NA,"anchovy","no","yes","IND"
139,"India","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IND"
140,"India","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IND"
139,"India","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IND"
140,"India","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IND"
139,"India","longtail tuna","thunnus tonggol","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IND"
140,"India","longtail tuna","thunnus tonggol","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","IND"
131,"India","sardine","sardinella longiceps","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IND"
131,"India","sardine","sardinella longiceps","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IND"
132,"India","ribbon fish",NA,"no","yes","no","Shea et al. 2025",NA,"ribbon fish","no","yes","IND"
132,"India","japanese thread fin fish","nemipterus japonicus","no","no","yes","Shea et al. 2025",NA,"japanese thread fin fish","no","yes","IND"
132,"India","sardine","sardinella longiceps","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IND"
134,"India","red snapper","lutjanus argentimaculatus","no","yes","no","Shea et al. 2025",NA,"red snapper","no","yes","IND"
134,"India","mackerel","scomber scombrus","no","yes","no","Shea et al. 2025",NA,"mackerel","no","yes","IND"
134,"India","sardine","sardinella longiceps","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IND"
135,"India","sardine","sardinella longiceps","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IND"
136,"India","sardine","sardinella longiceps","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IND"
139,"India","mackerel","scomber scombrus","no","yes","no","Shea et al. 2025",NA,"mackerel","no","yes","IND"
139,"India","sardine","sardinella longiceps","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IND"
140,"India","mackerel","scomber scombrus","no","yes","no","Shea et al. 2025",NA,"mackerel","no","yes","IND"
140,"India","sardine","sardinella longiceps","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IND"
141,"India","yellow-finned leather jacket","alutera monoceros","no","yes","no","Shea et al. 2025",NA,"yellow-finned leather jacket","no","yes","IND"
141,"India","purple-spotted (bigeye)","priacanthus tayenus","no","yes","no","Shea et al. 2025",NA,"purple-spotted (bigeye)","no","yes","IND"
141,"India","yellow goatfish","mulloidichthys martinicus","no","yes","no","Shea et al. 2025",NA,"yellow goatfish","no","yes","IND"
141,"India","yellowtail fusilier","caesio erythrogaster","no","yes","no","Shea et al. 2025",NA,"yellowtail fusilier","no","yes","IND"
141,"India","lizardfish","saurida undosquamis","no","yes","no","Shea et al. 2025",NA,"lizardfish","no","yes","IND"
141,"India","splendid pony fish slimy","eubleekeria splendens","no","yes","no","Shea et al. 2025",NA,"splendid pony fish slimy","no","yes","IND"
141,"India","longfin mojarra","pentaprion longimanus","no","yes","no","Shea et al. 2025",NA,"longfin mojarra","no","yes","IND"
141,"India","pugnose ponyfish","secutor insidiator","no","yes","no","Shea et al. 2025",NA,"pugnose ponyfish","no","yes","IND"
141,"India","gold band fusilier","pterocaesio chrysozona","no","yes","no","Shea et al. 2025",NA,"gold band fusilier","no","yes","IND"
142,"India","mackerel","rastrelliger kanagurta","no","yes","no","Shea et al. 2025",NA,"mackerel","no","yes","IND"
142,"India","indian oil sardine","sardinella longiceps","no","yes","no","Shea et al. 2025",NA,"indian oil sardine","no","yes","IND"
142,"India","lesser sardine","sardinella fimbriate","no","yes","no","Shea et al. 2025",NA,"lesser sardine","no","yes","IND"
144,"India","mackerel","rastrelliger kanagurta","no","yes","no","Shea et al. 2025",NA,"mackerel","no","yes","IND"
144,"India","indian oil sardine","sardinella longiceps","no","yes","no","Shea et al. 2025",NA,"indian oil sardine","no","yes","IND"
144,"India","lesser sardine","sardinella fimbriate","no","yes","no","Shea et al. 2025",NA,"lesser sardine","no","yes","IND"
170,"Ireland","edible crab","cancer pagurus","no","no","yes","Shea et al. 2025",NA,"crab","no","yes","IRL"
169,"Ireland","european anchovy","engraulis encrasicolus","no","yes","no","Shea et al. 2025",NA,"anchovy","no","yes","IRL"
169,"Ireland","european anchovy","engraulis encrasicolus","no","no","yes","Shea et al. 2025",NA,"anchovy","no","yes","IRL"
170,"Ireland","anglerfishes nei","lophiidae","no","no","yes","Shea et al. 2025",NA,"anglerfish","no","yes","IRL"
170,"Ireland","haddock","melanogrammus aeglefinus","no","no","yes","Shea et al. 2025",NA,"haddock","no","yes","IRL"
170,"Ireland","hakes nei","merluccius","no","no","yes","Shea et al. 2025",NA,"hake","no","yes","IRL"
170,"Ireland","european hake","merluccius merluccius","no","no","yes","Shea et al. 2025",NA,"hake","no","yes","IRL"
170,"Ireland","norway lobster","nephrops norvegicus","no","no","yes","Shea et al. 2025",NA,"norwegian lobster","no","yes","IRL"
168,"Ireland","blue whiting","micromesistius poutassou","no","yes","no","Shea et al. 2025",NA,"blue whiting","no","yes","IRL"
169,"Ireland","sardine","sardina pilchardus","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IRL"
169,"Ireland","sardine","sardina pilchardus","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IRL"
170,"Ireland","salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"salmon","no","no","IRL"
170,"Ireland","blue whiting","micromesistius poutassou","no","no","yes","Shea et al. 2025",NA,"blue whiting","no","yes","IRL"
170,"Ireland","horse mackerel","trachurus japonicus","no","no","yes","Shea et al. 2025",NA,"horse mackerel","no","yes","IRL"
170,"Ireland","herring","clupea pallasii","no","no","yes","Shea et al. 2025",NA,"herring","no","yes","IRL"
170,"Ireland","mackerel","scomber japonicus","no","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","IRL"
170,"Ireland","boarfish","capros aper","no","no","yes","Shea et al. 2025",NA,"boarfish","no","yes","IRL"
170,"Ireland","european anchovy","engraulis encrasicolus","no","no","yes","Shea et al. 2025",NA,"european anchovy","no","yes","IRL"
170,"Ireland","sprat","sprattus sprattus","no","no","yes","Shea et al. 2025",NA,"sprat","no","yes","IRL"
170,"Ireland","european pilchard","sardina pilchardus","no","no","yes","Shea et al. 2025",NA,"european pilchard","no","yes","IRL"
167,"Iran","indian oil sardine","sardinella longiceps","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","IRN"
167,"Iran","indian oil sardine","sardinella longiceps","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","IRN"
174,"South Korea","patagonian squid","doryteuthis gahi","no","no","yes","Shea et al. 2025",NA,"squid","no","yes","KOR"
174,"South Korea","jumbo flying squid","dosidicus gigas","no","no","yes","Shea et al. 2025",NA,"squid","no","yes","KOR"
174,"South Korea","argentine shortfin squid","illex argentinus","no","no","yes","Shea et al. 2025",NA,"squid","no","yes","KOR"
174,"South Korea","common squids nei","loligo","no","no","yes","Shea et al. 2025",NA,"squid","no","yes","KOR"
174,"South Korea","sevenstar flying squid","martialia hyadesi","no","no","yes","Shea et al. 2025",NA,"squid","no","yes","KOR"
174,"South Korea","cuttlefish, bobtail squids nei","sepiidae","no","no","yes","Shea et al. 2025",NA,"squid","no","yes","KOR"
174,"South Korea","various squids nei","teuthida","no","no","yes","Shea et al. 2025",NA,"squid","no","yes","KOR"
174,"South Korea","japanese flying squid","todarodes pacificus","no","no","yes","Shea et al. 2025",NA,"squid","no","yes","KOR"
183,"Malaysia","frigate and bullet tunas","auxis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","MYS"
183,"Malaysia","frigate tuna","auxis thazard","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","MYS"
183,"Malaysia","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","MYS"
183,"Malaysia","tuna-like fishes nei","perciformes","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","MYS"
183,"Malaysia","indian mackerels nei","rastrelliger","no","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","MYS"
183,"Malaysia","narrow-barred spanish mackerel","scomberomorus commerson","no","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","MYS"
183,"Malaysia","indo-pacific king mackerel","scomberomorus guttatus","no","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","MYS"
183,"Malaysia","mackerels nei","scombridae","no","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","MYS"
183,"Malaysia","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","MYS"
183,"Malaysia","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","MYS"
183,"Malaysia","longtail tuna","thunnus tonggol","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","MYS"
182,"Malaysia",NA,NA,"no","yes","no","Shea et al. 2025",NA,NA,"no","yes","MYS"
183,"Malaysia","sardine",NA,"no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","MYS"
183,"Malaysia","anchovy",NA,"no","no","yes","Shea et al. 2025",NA,"anchovy","no","yes","MYS"
289,"Oman","frigate and bullet tunas","auxis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","OMN"
289,"Oman","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","OMN"
289,"Oman","tuna-like fishes nei","perciformes","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","OMN"
289,"Oman","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","OMN"
289,"Oman","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","OMN"
289,"Oman","longtail tuna","thunnus tonggol","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","OMN"
289,"Oman","sardine","sardina pilchardus","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","OMN"
290,"Oman","sardine","sardina pilchardus","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","OMN"
291,"Oman",NA,NA,"no","yes","no","Shea et al. 2025",NA,NA,"no","yes","OMN"
291,"Oman",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","OMN"
299,"Papua New Guinea","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","PNG"
300,"Papua New Guinea","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","PNG"
299,"Papua New Guinea","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","PNG"
300,"Papua New Guinea","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","PNG"
299,"Papua New Guinea","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","PNG"
300,"Papua New Guinea","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","PNG"
428,"Poland","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","POL"
428,"Poland","tuna-like fishes nei","perciformes","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","POL"
441,"Seychelles","frigate and bullet tunas","auxis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","SYC"
441,"Seychelles","frigate tuna","auxis thazard","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","SYC"
441,"Seychelles","dogtooth tuna","gymnosarda unicolor","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","SYC"
441,"Seychelles","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","SYC"
441,"Seychelles","tuna-like fishes nei","perciformes","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","SYC"
441,"Seychelles","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","SYC"
441,"Seychelles","southern bluefin tuna","thunnus maccoyii","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","SYC"
441,"Seychelles","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","SYC"
441,"Seychelles","atlantic bluefin tuna","thunnus thynnus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","SYC"
441,"Seychelles","longtail tuna","thunnus tonggol","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","SYC"
449,"Thailand","frigate and bullet tunas","auxis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","THA"
450,"Thailand","frigate and bullet tunas","auxis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","THA"
449,"Thailand","frigate tuna","auxis thazard","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","THA"
450,"Thailand","frigate tuna","auxis thazard","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","THA"
449,"Thailand","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","THA"
450,"Thailand","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","THA"
449,"Thailand","tuna-like fishes nei","perciformes","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","THA"
450,"Thailand","tuna-like fishes nei","perciformes","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","THA"
449,"Thailand","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","THA"
450,"Thailand","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","THA"
449,"Thailand","southern bluefin tuna","thunnus maccoyii","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","THA"
450,"Thailand","southern bluefin tuna","thunnus maccoyii","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","THA"
449,"Thailand","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","THA"
450,"Thailand","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","THA"
449,"Thailand","longtail tuna","thunnus tonggol","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","THA"
450,"Thailand","longtail tuna","thunnus tonggol","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","THA"
451,"Thailand","rainbow trout","oncorhynchus mykiss","yes","no","yes","Shea et al. 2025",NA,"rainbow trout","no","no","THA"
451,"Thailand","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","THA"
451,"Thailand","japanese amberjack / yellowtail / buri","seriola quinqueradiata","no","no","yes","Shea et al. 2025",NA,"japanese amberjack / yellowtail / buri","no","yes","THA"
451,"Thailand","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","THA"
451,"Thailand","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"bigeye tuna","no","yes","THA"
451,"Thailand","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","THA"
451,"Thailand","albacore tuna","thunnus alalunga","no","no","yes","Shea et al. 2025",NA,"albacore tuna","no","yes","THA"
451,"Thailand","atlantic mackerel","scomber scombrus","no","no","yes","Shea et al. 2025",NA,"atlantic mackerel","no","yes","THA"
451,"Thailand","chub mackerel","scomber japonicus","no","no","yes","Shea et al. 2025",NA,"chub mackerel","no","yes","THA"
451,"Thailand","sockeye salmon","oncorhynchus nerka","no","no","yes","Shea et al. 2025",NA,"sockeye salmon","no","yes","THA"
451,"Thailand","yellowfin sole","limanda aspera","no","no","yes","Shea et al. 2025",NA,"yellowfin sole","no","yes","THA"
452,"Thailand","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","THA"
452,"Thailand","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"bigeye tuna","no","yes","THA"
452,"Thailand","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","THA"
452,"Thailand","albacore tuna","thunnus alalunga","no","no","yes","Shea et al. 2025",NA,"albacore tuna","no","yes","THA"
452,"Thailand","longtail tuna","thunnus tonggol","no","no","yes","Shea et al. 2025",NA,"longtail tuna","no","yes","THA"
452,"Thailand","kawakawa","euthynnus affinis","no","no","yes","Shea et al. 2025",NA,"kawakawa","no","yes","THA"
453,"Thailand","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","THA"
453,"Thailand","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","THA"
453,"Thailand","pacific chub mackerel","scomber japonicus","no","no","yes","Shea et al. 2025",NA,"pacific chub mackerel","no","yes","THA"
453,"Thailand","indian oil sardine","sardinella longiceps","no","no","yes","Shea et al. 2025",NA,"indian oil sardine","no","yes","THA"
454,"Thailand","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","THA"
454,"Thailand","albacore tuna","thunnus alalunga","no","no","yes","Shea et al. 2025",NA,"albacore tuna","no","yes","THA"
454,"Thailand","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","THA"
454,"Thailand","pacific chub mackerel","scomber japonicus","no","no","yes","Shea et al. 2025",NA,"pacific chub mackerel","no","yes","THA"
454,"Thailand","japanese pilchard","sardinops sagax","no","no","yes","Shea et al. 2025",NA,"japanese pilchard","no","yes","THA"
454,"Thailand","frigate tuna","auxis thazard","no","no","yes","Shea et al. 2025",NA,"frigate tuna","no","yes","THA"
455,"Thailand","nile tilapia","oreochromis niloticus","yes","no","yes","Shea et al. 2025",NA,"nile tilapia","no","no","THA"
455,"Thailand","stripped catfish","pangasius hypophthalmas","yes","no","yes","Shea et al. 2025",NA,"stripped catfish","no","no","THA"
455,"Thailand","mud carp","cirrhinus molitorella","yes","no","yes","Shea et al. 2025",NA,"mud carp","no","no","THA"
455,"Thailand","grass crap","ctenopharyngodon idella","yes","no","yes","Shea et al. 2025",NA,"grass crap","no","no","THA"
455,"Thailand","seven-striped barb","probarbus jullieni","yes","no","yes","Shea et al. 2025",NA,"seven-striped barb","no","no","THA"
455,"Thailand","walking catfish","clarias batrachus","yes","no","yes","Shea et al. 2025",NA,"walking catfish","no","no","THA"
455,"Thailand","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","THA"
455,"Thailand","albacore tuna","thunnus alalunga","no","no","yes","Shea et al. 2025",NA,"albacore tuna","no","yes","THA"
455,"Thailand","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","THA"
456,"Thailand","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","THA"
456,"Thailand","albacore tuna","thunnus alalunga","no","no","yes","Shea et al. 2025",NA,"albacore tuna","no","yes","THA"
456,"Thailand","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","THA"
456,"Thailand","kawakawa","euthynnus affinis","no","no","yes","Shea et al. 2025",NA,"kawakawa","no","yes","THA"
456,"Thailand","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"bigeye tuna","no","yes","THA"
456,"Thailand","pacific chub mackerel","scomber japonicus","no","no","yes","Shea et al. 2025",NA,"pacific chub mackerel","no","yes","THA"
456,"Thailand","frigate tuna","auxis thazard","no","no","yes","Shea et al. 2025",NA,"frigate tuna","no","yes","THA"
456,"Thailand","indian oil sardine","sardinella longiceps","no","no","yes","Shea et al. 2025",NA,"indian oil sardine","no","yes","THA"
457,"Thailand","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","THA"
457,"Thailand","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","THA"
458,"Thailand","chum salmon","oncorhynchus keta","no","no","yes","Shea et al. 2025",NA,"chum salmon","no","yes","THA"
458,"Thailand","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","THA"
458,"Thailand","rainbow trout","oncorhynchus mykiss","yes","no","yes","Shea et al. 2025",NA,"rainbow trout","no","no","THA"
458,"Thailand","chum salmon","oncorhynchus keta","yes","no","yes","Shea et al. 2025",NA,"chum salmon","no","no","THA"
458,"Thailand","yellowtall","seriola quinqueradiata","no","no","yes","Shea et al. 2025",NA,"yellowtall","no","yes","THA"
458,"Thailand","coho salmon","oncorhynchus kisutch","yes","no","yes","Shea et al. 2025",NA,"coho salmon","no","no","THA"
458,"Thailand","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","THA"
458,"Thailand","albacore tuna","thunnus alalunga","no","no","yes","Shea et al. 2025",NA,"albacore tuna","no","yes","THA"
458,"Thailand","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","THA"
458,"Thailand","kawakawa","euthynnus affinis","no","no","yes","Shea et al. 2025",NA,"kawakawa","no","yes","THA"
458,"Thailand","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"bigeye tuna","no","yes","THA"
458,"Thailand","longtail tuna","thunnus tonggol","no","no","yes","Shea et al. 2025",NA,"longtail tuna","no","yes","THA"
458,"Thailand","pink salmon","oncorhynchus gorbuscha","no","no","yes","Shea et al. 2025",NA,"pink salmon","no","yes","THA"
458,"Thailand","pacific chub mackerel","scomber japonicus","no","no","yes","Shea et al. 2025",NA,"pacific chub mackerel","no","yes","THA"
458,"Thailand","indian mackerel","rastrelliger kanagurta","no","no","yes","Shea et al. 2025",NA,"indian mackerel","no","yes","THA"
458,"Thailand","indian oil sardine","sardinella longiceps","no","no","yes","Shea et al. 2025",NA,"indian oil sardine","no","yes","THA"
458,"Thailand","japanese scad","decapterus maruadsi","no","no","yes","Shea et al. 2025",NA,"japanese scad","no","yes","THA"
458,"Thailand","yellowfin sole","limanda aspera","no","no","yes","Shea et al. 2025",NA,"yellowfin sole","no","yes","THA"
459,"Thailand","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","THA"
459,"Thailand","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","THA"
459,"Thailand","albacore tuna","thunnus alalunga","no","no","yes","Shea et al. 2025",NA,"albacore tuna","no","yes","THA"
459,"Thailand","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"bigeye tuna","no","yes","THA"
462,"Turkey","frigate and bullet tunas","auxis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TUR"
462,"Turkey","bullet tuna","auxis rochei","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TUR"
462,"Turkey","european pilchard(=sardine)","sardina pilchardus","no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","TUR"
462,"Turkey","atlantic bluefin tuna","thunnus thynnus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TUR"
462,"Turkey","atlantic bluefin tuna","thunnus thynnus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TUR"
464,"Turkey","black sea anchovy","engraulis encrasicolus","no","yes","no","Shea et al. 2025",NA,"black sea anchovy","no","yes","TUR"
465,"Turkey","black sea anchovy","engraulis encrasicolus","no","yes","no","Shea et al. 2025",NA,"black sea anchovy","no","yes","TUR"
447,"Taiwan","thresher sharks nei","alopias","no","no","yes","Shea et al. 2025",NA,"shark","no","yes","TWN"
447,"Taiwan","frigate and bullet tunas","auxis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TWN"
447,"Taiwan","silky shark","carcharhinus falciformis","no","no","yes","Shea et al. 2025",NA,"shark","no","yes","TWN"
447,"Taiwan","oceanic whitetip shark","carcharhinus longimanus","no","no","yes","Shea et al. 2025",NA,"shark","no","yes","TWN"
447,"Taiwan","sharks, rays, skates, etc. nei","elasmobranchii","no","no","yes","Shea et al. 2025",NA,"shark","no","yes","TWN"
447,"Taiwan","japanese topeshark","hemitriakis japanica","no","no","yes","Shea et al. 2025",NA,"shark","no","yes","TWN"
447,"Taiwan","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TWN"
447,"Taiwan","tuna-like fishes nei","perciformes","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TWN"
447,"Taiwan","blue shark","prionace glauca","no","no","yes","Shea et al. 2025",NA,"shark","no","yes","TWN"
447,"Taiwan","hammerhead sharks, etc. nei","sphyrnidae","no","no","yes","Shea et al. 2025",NA,"shark","no","yes","TWN"
447,"Taiwan","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TWN"
447,"Taiwan","southern bluefin tuna","thunnus maccoyii","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TWN"
447,"Taiwan","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TWN"
447,"Taiwan","pacific bluefin tuna","thunnus orientalis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TWN"
447,"Taiwan","atlantic bluefin tuna","thunnus thynnus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TWN"
